証券コード,企業名,保有者名,最新保有割合(%),保有割合推移,保有目的,トリガー条件,報告書件数,グループ合算(%),共同保有者数,グループ合算推移
1961,三機工業株式会社,キャピタル・リサーチ・アンド・マネージメント・カンパニー(Capital Research and Management Company),5.30,26/06: 5.30%,顧客である日本国外の投資信託のための純投資,A:賛成率低下,1,5.30,1,26/06: 5.30%
1961,三機工業株式会社,日本生命保険相互会社,4.01,25/12: 4.01%,純投資（収益性を投資判断の基準とする投資）,A:賛成率低下,1,9.42,2,25/12: 9.42%
1975,株式会社朝日工業社,朝日工業社共栄会　理事長　　齋藤　敬一郎,4.43,25/01: 7.66% → 25/04: 4.43%,株式会社朝日工業社と取引関係がある企業による株式会社朝日工業社株式の取得により、相互間の親睦関係の増進に寄与するため。,A:賛成率低下,2,4.43,1,25/01: 7.66% → 25/04: 4.43%
1975,株式会社朝日工業社,朝日工業社西日本共栄会　理事長　　吉川　甲子次郎,4.35,25/04: 4.35%,株式会社朝日工業社と取引関係がある企業による株式会社朝日工業社株式の取得により、相互間の親睦関係の増進に寄与するため。,A:賛成率低下,1,4.35,1,25/04: 4.35%
1976,明星工業株式会社,ニッポン・アクティブ・バリュー・ファンド （NIPPON ACTIVE VALUE FUND PLC）,8.39,24/02: 5.32% → 24/02: 5.32% → 25/01: 5.44% → 25/03: 6.33% → 25/04: 7.15% → 25/09: 7.38% → 25/11: 7.43% → 26/04: 7.49% → 26/06: 7.95% → 26/07: 7.95% → 26/08: 8.39%,投資及び経営陣に対する経営の助言並びに状況に応じて重要提案行為等を行うこと。特に、ニッポン・アクティブ・バリュー・ファンドは、発行会社の財務的健全性及び市場での地位が株価に反映されていないと考えており、全ての株主のために株式価値を高めるための方法を話し合うことを目的とし、発行会社の経営陣に対して対話を要求する場合がある。提出者は、2026年4月14日付で、同年6月開催の発行者の定時株主総会に向け、①自己株式取得の件、②社外取締役の員数に関する定款変更の件、③定時株主総会の基準日に関する定款変更の件、の3議案から成る株主提案を行った。 提出者は、2025年12月に発行者を含むすべての投資先に対して書簡を送付し、資本コストや株価を意識した経営の高度な実践、譲渡制限付株式報酬の実施と株式保有ガイドラインの整備の推奨、取締役会の独立性確保といった事項に加え、企業価値と株主共通の利益の観点から、非公開化やスピンオフを含むすべての経営戦略オプションを予断なく検証することを提案し、書簡の内容をウェブサイト上で公表した（https://0f150b20-1256-4ec7-bae7-55db80a2a0d7.usrfiles.com/ugd/5612ae_aa96dbd8c986429eaf45884b299f09d7.pdf [0f150b20-1256-4ec7-bae7-55db80a2a0d7.usrfiles.com]）。今後も当書簡の趣旨に沿って発行者との対話を進めていく予定であり、対話の状況によっては、これらの事項についてさらなる提案を行う可能性がある。,B:新規株主提案,11,13.61,3,24/02: 5.32% → 24/02: 5.32% → 25/01: 6.37% → 25/03: 8.33% → 25/04: 9.35% → 25/09: 10.36% → 25/11: 11.38% → 26/04: 11.59% → 26/06: 12.60% → 26/07: 12.60% → 26/08: 13.61%
1976,明星工業株式会社,ニッポン・アクティブ・バリュー・ファンド（NIPPON ACTIVE VALUE FUND PLC）,5.44,25/01: 5.44%,投資及び経営陣に対する経営の助言並びに状況に応じて重要提案行為等を行うこと。特に、ニッポン・アクティブ・バリュー・ファンドは、発行会社の財務的健全性及び市場での地位が株価に反映されていないと考えており、全ての株主のために株式価値を高めるための方法を話し合うことを目的とし、発行会社の経営陣に対して対話を要求する場合がある。,B:新規株主提案,1,6.37,3,25/01: 6.37%
1976,明星工業株式会社,エヌエーブイエフ・セレクト・マスター・ファンド・エルピー（NAVF Select (Master) Fund LP）,5.07,26/04: 4.10% → 26/06: 4.49% → 26/07: 4.49% → 26/08: 5.07%,投資及び経営陣に対する経営の助言並びに状況に応じて重要提案行為等を行うこと。特に、エヌエーブイエフ・セレクト・マスター・ファンド・エルピーは、発行会社の財務的健全性及び市場での地位が株価に反映されていないと考えており、全ての株主のために株式価値を高めるための方法を話し合うことを目的とし、発行会社の経営陣に対して対話を要求する場合がある。提出者は、2025年12月に発行者を含むすべての投資先に対して書簡を送付し、資本コストや株価を意識した経営の高度な実践、譲渡制限付株式報酬の実施と株式保有ガイドラインの整備の推奨、取締役会の独立性確保といった事項に加え、企業価値と株主共通の利益の観点から、非公開化やスピンオフを含むすべての経営戦略オプションを予断なく検証することを提案し、書簡の内容をウェブサイト上で公表した（https://0f150b20-1256-4ec7-bae7-55db80a2a0d7.usrfiles.com/ugd/5612ae_aa96dbd8c986429eaf45884b299f09d7.pdf [0f150b20-1256-4ec7-bae7-55db80a2a0d7.usrfiles.com]）。今後も当書簡の趣旨に沿って発行者との対話を進めていく予定であり、対話の状況によっては、これらの事項についてさらなる提案を行う可能性がある。,B:新規株主提案,4,13.61,3,26/04: 11.59% → 26/06: 12.60% → 26/07: 12.60% → 26/08: 13.61%
1976,明星工業株式会社,野村アセットマネジメント株式会社,3.71,25/06: 4.41% → 25/11: 3.71%,信託財産の運用として保有している。,B:新規株主提案,2,3.89,2,25/06: 5.02% → 25/11: 3.89%
1976,明星工業株式会社,株式会社　三井住友銀行,3.63,25/04: 3.63% → 25/05: 3.63%,政策保有目的,B:新規株主提案,2,4.35,2,25/04: 5.32% → 25/05: 4.35%
1976,明星工業株式会社,エヌエーブイエフ・セレクト・エルエルシー（NAVF Select LLC）,3.28,25/01: 0.83% → 25/01: 0.83% → 25/03: 1.58% → 25/04: 1.79% → 25/09: 2.31% → 25/11: 3.28%,投資及び経営陣に対する経営の助言並びに状況に応じて重要提案行為等を行うこと。特に、エヌエーブイエフ・セレクト・エルエルシーは、発行会社の財務的健全性及び市場での地位が株価に反映されていないと考えており、全ての株主のために株式価値を高めるための方法を話し合うことを目的とし、発行会社の経営陣に対して対話を要求する場合がある。,B:新規株主提案,6,11.38,3,25/01: 6.37% → 25/01: 6.37% → 25/03: 8.33% → 25/04: 9.35% → 25/09: 10.36% → 25/11: 11.38%
1976,明星工業株式会社,エフエムアール エルエルシー（FMR LLC）,3.27,24/02: 3.27%,顧客の財産を信託証書および契約等に基づき運用するために保有。しかしながら、当該保有証券の名義人は弊社ではなく、顧客の選択した銀行（カストディアンバンク）等になります。,B:新規株主提案,1,3.27,1,24/02: 3.27%
1976,明星工業株式会社,株式会社三菱ＵＦＪ銀行,2.48,24/07: 2.48%,政策投資,B:新規株主提案,1,4.59,3,24/07: 4.59%
1976,明星工業株式会社,三井住友信託銀行株式会社,1.81,25/03: 1.81%,政策投資として保有するもの。,B:新規株主提案,1,4.19,3,25/03: 4.19%
1976,明星工業株式会社,三菱ＵＦＪ信託銀行株式会社,1.69,24/07: 1.69%,純投資,B:新規株主提案,1,4.59,3,24/07: 4.59%
1976,明星工業株式会社,三井住友トラスト・アセットマネジメント株式会社,1.51,25/03: 1.51%,投資信託契約、投資一任契約に基づく運用を目的として保有するもの。,B:新規株主提案,1,4.19,3,25/03: 4.19%
1976,明星工業株式会社,日興アセットマネジメント株式会社,0.87,25/03: 0.87%,証券投資信託及び投資一任契約において、株券等の取得・処分の権限を有するもの。,B:新規株主提案,1,4.19,3,25/03: 4.19%
1976,明星工業株式会社,三井住友ＤＳアセットマネジメント株式会社,0.72,25/04: 0.68% → 25/05: 0.72%,純投資（投資収益性を重視して行う投資）,B:新規株主提案,2,4.35,2,25/04: 5.32% → 25/05: 4.35%
1976,明星工業株式会社,三菱ＵＦＪアセットマネジメント株式会社,0.42,24/07: 0.42%,純投資,B:新規株主提案,1,4.59,3,24/07: 4.59%
1976,明星工業株式会社,ノムラ　インターナショナル　ピーエルシー（ＮＯＭＵＲＡ　ＩＮＴＥＲＮＡＴＩＯＮＡＬ　ＰＬＣ）,0.18,25/06: 0.61% → 25/11: 0.18%,証券業務に係わる商品在庫として保有している。,B:新規株主提案,2,3.89,2,25/06: 5.02% → 25/11: 3.89%
1976,明星工業株式会社,"ダルトン・インベストメンツ・インク（Dalton Investments, Inc.）",0.16,25/01: 0.09% → 25/01: 0.09% → 25/03: 0.42% → 25/04: 0.42% → 25/09: 0.67% → 25/11: 0.67% → 26/04: 0.00% → 26/06: 0.16% → 26/07: 0.16% → 26/08: 0.16%,提出者は、発行者の株価が過小評価されており魅力的な投資機会であると考えて、発行者の株式を取得し長期的に保有する。提出者は、発行者の財務状況、戦略的決定、取締役会の決定、株価水準、他の投資機会、投資ポートフォリオの集中と分散に関する内部ガイドライン、株式市場の状況、全般的な経済・産業動向などの様々な状況に応じて、発行者の株式や関連金融商品の追加取得、若しくはその全部または一部の売却、その他提出者が適切と考えるあらゆる措置を採る可能性がある。更に提出者は、過小評価されていると提出者が考える発行者の株価および株主価値の向上のため、発行者、その役員・取締役、他の株主等との間で、発行者のコーポレートガバナンス、取締役会の構成、経営、事業、財務状況及び戦略に関して、建設的な対話を行うことを求めていく可能性がある。提出者は、2025年12月に発行者を含むすべての投資先に対して書簡を送付し、資本コストや株価を意識した経営の高度な実践、譲渡制限付株式報酬の実施と株式保有ガイドラインの整備の推奨、取締役会の独立性確保といった事項に加え、企業価値と株主共通の利益の観点から、非公開化やスピンオフを含むすべての経営戦略オプションを予断なく検証することを提案し、書簡の内容をウェブサイト上で公表した（https://0f150b20-1256-4ec7-bae7-55db80a2a0d7.usrfiles.com/ugd/5612ae_aa96dbd8c986429eaf45884b299f09d7.pdf [0f150b20-1256-4ec7-bae7-55db80a2a0d7.usrfiles.com]）。今後も当書簡の趣旨に沿って発行者との対話を進めていく予定であり、対話の状況によっては、これらの事項についてさらなる提案を行う可能性がある。,B:新規株主提案,10,13.61,3,25/01: 6.37% → 25/01: 6.37% → 25/03: 8.33% → 25/04: 9.35% → 25/09: 10.36% → 25/11: 11.38% → 26/04: 11.59% → 26/06: 12.60% → 26/07: 12.60% → 26/08: 13.61%
1976,明星工業株式会社,三菱ＵＦＪモルガン・スタンレー証券株式会社,0.02,24/07: 0.02%,商品有価証券等として保有するもの,B:新規株主提案,1,4.59,3,24/07: 4.59%
1976,明星工業株式会社,ＳＭＢＣ日興証券株式会社,0.02,25/04: 1.01% → 25/05: 0.02%,証券業務に係る一時保有のため（共同保有者から除外）,B:新規株主提案,2,4.35,2,25/04: 5.32% → 25/05: 4.35%
2002,株式会社日清製粉グループ本社,日本生命保険相互会社,6.75,25/08: 6.75%,純投資（収益性を投資判断の基準とする投資）,A:賛成率低下,1,7.06,2,25/08: 7.06%
2002,株式会社日清製粉グループ本社,野村アセットマネジメント株式会社,6.13,26/04: 6.13%,信託財産の運用として保有している。,A:賛成率低下,1,6.13,1,26/04: 6.13%
2002,株式会社日清製粉グループ本社,株式会社みずほ銀行,3.25,25/04: 3.25%,発行会社の要請に応え、かつ発行会社との取引関係の強化を図るもの。,A:賛成率低下,1,5.35,2,25/04: 5.35%
2002,株式会社日清製粉グループ本社,アモーヴァ・アセットマネジメント株式会社,2.64,25/09: 2.64%,証券投資信託及び投資一任契約において、株券等の取得・処分の権限を有するもの。,A:賛成率低下,1,4.68,3,25/09: 4.68%
2002,株式会社日清製粉グループ本社,アセットマネジメントOne株式会社,2.10,25/04: 2.10%,投資信託または投資一任契約に基づき投資権限を有するもの。,A:賛成率低下,1,5.35,2,25/04: 5.35%
2002,株式会社日清製粉グループ本社,三井住友トラスト・アセットマネジメント株式会社,1.62,25/09: 1.62%,投資信託契約、投資一任契約に基づく運用を目的として保有するもの。,A:賛成率低下,1,4.68,3,25/09: 4.68%
2002,株式会社日清製粉グループ本社,三井住友信託銀行株式会社,0.42,25/09: 0.42%,政策投資として保有するもの。,A:賛成率低下,1,4.68,3,25/09: 4.68%
2002,株式会社日清製粉グループ本社,ニッセイアセットマネジメント株式会社,0.32,25/08: 0.32%,証券投資信託委託契約、投資一任契約に基づく有価証券投資,A:賛成率低下,1,7.06,2,25/08: 7.06%
